brand,model_name,os,price,launch_year,gpu_score,cpu_score,screen_to_body_ratio,build_material,colors_available,warranty_years,bluetooth_version,wifi_version,chipset,ram_gb,storage_gb,display_size_inch,display_type,refresh_rate_hz,battery_mah,fast_charging_w,rear_camera_mp,front_camera_mp,camera_setup,weight_g,thickness_mm
Sony,Sony_7229,Android,297.59,2021,2447,3810,75.26,Glass,6,1,5.3,WiFi 5,Exynos 1380,8,64,5.94,AMOLED,90,5585,25,108,32,Ultra-Wide,176.4,8.62
Samsung,Samsung_4646,Android,1052.66,2024,7765,9822,91.27,Glass,4,2,5.2,WiFi 6,Tensor G3,16,128,6.85,AMOLED,120,5809,25,200,16,"Depth, Telephoto",192.6,8.44
Vivo,Vivo_5316,Android,311.31,2021,2631,2565,92.2,Metal,5,1,5,WiFi 6,Exynos 1380,12,128,6.52,LCD,60,5620,45,64,16,"Telephoto, Wide, Depth",171.8,8.02
Sony,Sony_6080,Android,834.62,2023,6007,7800,84.34,Plastic,5,2,5.3,WiFi 6E,A17 Bionic,16,64,6.63,AMOLED,120,5534,33,200,50,Depth,207.7,9.21
Google,Google_1934,Android,531.42,2024,3808,4337,83.31,Glass,4,2,4.2,WiFi 5,Dimensity 900,8,128,6.89,LCD,90,5168,65,64,8,"Wide, Telephoto, Ultra-Wide",241.5,7.23
OnePlus,OnePlus_6770,Android,613.49,2023,4063,5967,83.63,Plastic,7,2,5.2,WiFi 5,Snapdragon 778G,6,256,6.12,OLED,90,4904,18,64,8,"Depth, Ultra-Wide",183.5,7.4
Apple,Apple_3459,iOS,1107.69,2019,7733,10753,85.44,Metal,7,1,4.2,WiFi 6,Tensor G3,8,512,6.76,OLED,120,3539,25,108,32,"Wide, Macro, Depth",160.2,7.01
Sony,Sony_3559,Android,543.28,2022,4023,4706,91,Glass,5,2,4.2,WiFi 6,Exynos 1380,6,128,5.55,AMOLED,60,6333,65,64,16,"Telephoto, Wide, Depth",220.3,7.15
OnePlus,OnePlus_8819,Android,709.84,2022,4629,6876,81.56,Metal,2,1,5.1,WiFi 6,A17 Bionic,12,128,6.65,OLED,120,5346,18,108,50,"Wide, Macro",228.1,8.8
Samsung,Samsung_9852,Android,552.7,2021,3483,5425,89.97,Plastic,3,1,5.1,WiFi 6,Snapdragon 778G,6,512,5.53,AMOLED,120,5703,18,64,8,"Telephoto, Wide, Depth",170.6,8.58
Vivo,Vivo_9481,Android,378.93,2024,3445,3310,87.38,Glass,2,1,5.3,WiFi 6,Exynos 1380,8,64,5.67,LCD,90,4716,18,108,8,Ultra-Wide,220.6,8.91
OnePlus,OnePlus_4777,Android,584.27,2022,4267,5791,80.02,Glass,4,2,5.2,WiFi 5,Dimensity 900,12,64,6.85,OLED,60,4379,25,64,32,"Wide, Ultra-Wide",194.7,9.14
Google,Google_8070,Android,1334.18,2021,10249,12856,81.19,Plastic,4,2,5,WiFi 6E,Tensor G3,12,64,5.56,OLED,144,4443,18,108,16,"Wide, Macro",181.3,8.83
Oppo,Oppo_7019,Android,562.4,2025,4092,5694,90.98,Glass,2,2,5.2,WiFi 5,Dimensity 900,6,256,6.63,AMOLED,120,4887,18,64,32,"Ultra-Wide, Macro, Telephoto",196.2,9.48
Oppo,Oppo_4741,Android,372.06,2022,2892,4178,85.5,Glass,6,1,4.2,WiFi 6E,Dimensity 900,12,64,6.64,LCD,60,5479,25,64,32,Wide,206.8,7.22
Samsung,Samsung_3637,Android,784.45,2021,6172,7155,78.97,Plastic,4,2,5.1,WiFi 5,Snapdragon 8 Gen 2,8,128,5.99,OLED,120,4114,18,200,8,"Telephoto, Ultra-Wide, Wide, Depth",161.4,8.15
Realme,Realme_9475,Android,313.43,2019,2641,3680,89.31,Plastic,6,2,5,WiFi 6,Exynos 1380,12,64,6.88,AMOLED,60,4880,25,108,8,Macro,219.7,8.21
Motorola,Motorola_5329,Android,107.51,2019,1083,1195,79.2,Plastic,2,2,5.3,WiFi 6,Dimensity 6020,4,128,6,AMOLED,144,5063,25,50,8,Depth,179.8,7.08
Xiaomi,Xiaomi_3498,Android,500.49,2020,3747,4338,89.53,Plastic,6,2,4.2,WiFi 6E,Exynos 1380,8,128,6.29,LCD,120,5249,45,50,32,"Wide, Telephoto",178.3,8.5
Xiaomi,Xiaomi_9759,Android,383.96,2022,3099,3154,76.88,Glass,2,2,5.3,WiFi 6E,Dimensity 900,8,64,6.42,OLED,144,4834,18,108,8,"Macro, Ultra-Wide",190.1,8.24
Motorola,Motorola_2201,Android,121.05,2021,106,1262,81.79,Plastic,3,1,5.2,WiFi 5,Dimensity 6020,3,512,6.06,LCD,60,5745,100,48,8,"Depth, Ultra-Wide, Telephoto, Wide",198.5,8.3
Google,Google_7011,Android,878.5,2020,6851,7517,76.64,Metal,6,1,5.2,WiFi 5,A17 Bionic,12,128,6.2,OLED,144,5378,33,200,8,"Macro, Telephoto, Depth",175,7.2
OnePlus,OnePlus_8012,Android,667.64,2020,4501,6794,81.42,Plastic,4,2,5.3,WiFi 6,Exynos 1380,8,512,6.17,LCD,60,5106,25,64,16,"Depth, Wide",185.8,9.08
OnePlus,OnePlus_2933,Android,928.43,2021,6153,9471,87.29,Glass,2,1,5.3,WiFi 6,A17 Bionic,12,64,5.95,AMOLED,120,4417,18,108,50,"Wide, Telephoto, Ultra-Wide",200.7,8.69
OnePlus,OnePlus_7732,Android,568.3,2020,4216,5577,83.05,Glass,4,1,4.2,WiFi 6E,Exynos 1380,8,256,5.64,AMOLED,144,5737,100,50,8,Ultra-Wide,240.4,7.97
Xiaomi,Xiaomi_4235,Android,211.55,2025,977,2560,82.5,Metal,7,2,5.2,WiFi 6,Dimensity 6020,4,256,6.47,AMOLED,60,3820,45,50,50,"Telephoto, Wide",228.2,7.39
Oppo,Oppo_1961,Android,349.14,2018,2272,3685,94.58,Metal,2,2,5.2,WiFi 6E,Exynos 1380,12,64,6.47,AMOLED,90,6238,45,64,32,"Depth, Wide",190.6,8.09
Vivo,Vivo_9807,Android,213.55,2018,1961,2449,75.13,Metal,2,2,5,WiFi 5,Snapdragon 680,3,128,6.34,LCD,90,5425,25,50,50,"Telephoto, Macro, Wide",200.8,8.42
Oppo,Oppo_6311,Android,348.04,2023,2485,2349,94.21,Plastic,3,1,5,WiFi 5,Exynos 1380,6,64,5.95,OLED,60,4619,45,64,50,"Macro, Telephoto, Depth",181.2,8.79
Sony,Sony_5969,Android,536.5,2025,3645,4999,92.4,Glass,3,1,4.2,WiFi 6,Dimensity 900,12,64,5.66,AMOLED,60,6778,25,64,16,"Depth, Ultra-Wide, Telephoto, Wide",185.8,9.41
Vivo,Vivo_8571,Android,443.01,2024,3326,4100,78.58,Glass,3,1,4.2,WiFi 6E,Dimensity 900,12,256,5.88,LCD,90,6406,25,108,32,Depth,174.7,8.21
Realme,Realme_8332,Android,248.51,2025,1722,2186,81.04,Metal,2,2,5.3,WiFi 6E,Dimensity 6020,6,128,5.93,AMOLED,120,5277,25,13,16,"Depth, Wide, Telephoto",206.3,7.49
Motorola,Motorola_3962,Android,281.4,2018,2604,2980,93.04,Glass,3,2,4.2,WiFi 6,Dimensity 900,6,256,5.83,LCD,60,3800,33,50,50,"Telephoto, Depth",178.9,7.74
Apple,Apple_3931,iOS,1311.96,2019,9537,11811,80.81,Metal,7,1,5.1,WiFi 6,Snapdragon 8 Gen 2,16,512,6.87,OLED,90,3099,25,200,32,"Telephoto, Macro, Ultra-Wide",184.1,7.5
Apple,Apple_6347,iOS,983.72,2025,6904,8949,88.4,Plastic,6,1,5.3,WiFi 5,A17 Bionic,16,128,6.08,LCD,60,3262,25,108,8,"Depth, Macro, Telephoto, Wide",202.4,9.45
Apple,Apple_5974,iOS,952.68,2018,7105,8934,78.75,Glass,5,2,5.1,WiFi 5,Snapdragon 8 Gen 2,12,128,6.83,OLED,120,3190,18,108,8,"Ultra-Wide, Depth, Wide",203.6,8.68
Motorola,Motorola_6683,Android,381.65,2019,3227,4313,83.24,Plastic,2,2,5.2,WiFi 5,Dimensity 900,12,256,6.09,AMOLED,90,4468,18,64,8,Ultra-Wide,186.6,9.36
OnePlus,OnePlus_7929,Android,67.06,2021,1363,-210,76.48,Plastic,5,2,5.2,WiFi 6,Dimensity 6020,4,128,5.77,LCD,60,5978,18,48,8,"Depth, Macro",157.4,8.63
Apple,Apple_3657,iOS,1275.44,2023,9198,12754,81.01,Metal,4,1,5.3,WiFi 5,Tensor G3,12,64,6.86,OLED,60,3815,33,50,50,"Wide, Macro",169.6,7.63
Apple,Apple_1690,iOS,1283.38,2020,9509,11688,88.29,Plastic,4,1,5.2,WiFi 6,Tensor G3,12,64,6.26,OLED,144,3697,45,200,16,"Wide, Macro",178.7,7.83
Vivo,Vivo_6667,Android,276.25,2018,1412,2276,94.95,Metal,6,1,5.3,WiFi 5,Exynos 1380,12,128,6.09,AMOLED,120,5952,33,50,16,"Depth, Ultra-Wide",168,7.56
Apple,Apple_9998,iOS,1340.13,2024,10926,11658,80.69,Glass,2,1,5,WiFi 5,A17 Bionic,16,128,6.34,AMOLED,144,3706,45,200,50,Wide,204.9,7.09
Apple,Apple_9054,iOS,1086.22,2018,8292,9461,86.84,Plastic,7,2,4.2,WiFi 6E,Snapdragon 8 Gen 2,12,256,6.55,OLED,120,3453,33,108,8,"Depth, Macro, Telephoto, Wide",197.3,7.47
OnePlus,OnePlus_8266,Android,424.69,2019,2978,4090,87.25,Metal,7,1,5.2,WiFi 6,Snapdragon 778G,8,128,6.83,AMOLED,60,5481,33,108,50,"Telephoto, Wide, Ultra-Wide, Depth",171.8,7.2
Motorola,Motorola_9764,Android,345.18,2019,2700,3260,81.5,Glass,7,2,5.2,WiFi 6,Exynos 1380,12,256,6.2,LCD,120,4645,45,50,50,"Telephoto, Ultra-Wide, Depth",186.3,7.15
Xiaomi,Xiaomi_9504,Android,245.04,2024,2904,2365,80.12,Metal,6,1,5,WiFi 5,Helio G85,3,512,6.25,OLED,120,6993,25,48,16,"Depth, Ultra-Wide, Wide, Macro",207.5,7.39
Apple,Apple_6245,iOS,1217.05,2021,8897,11334,82.5,Metal,2,1,5.1,WiFi 6E,Tensor G3,12,128,5.8,AMOLED,144,3533,45,200,32,"Macro, Ultra-Wide",206.2,7.86
Sony,Sony_4036,Android,482.72,2019,3442,4862,94.72,Glass,6,2,4.2,WiFi 5,Snapdragon 778G,8,256,6.86,AMOLED,60,6476,100,64,16,"Telephoto, Depth",177.6,9.34
Apple,Apple_9306,iOS,1504.79,2023,10029,13351,75.04,Plastic,4,1,5,WiFi 5,Tensor G3,12,256,6.59,AMOLED,144,3575,45,200,32,"Wide, Telephoto, Macro",181.8,8.12
Oppo,Oppo_7429,Android,143.72,2025,1416,2749,87.62,Glass,5,1,5.2,WiFi 6E,Snapdragon 680,4,128,5.57,LCD,144,5917,18,50,32,"Wide, Depth, Macro",187.3,9.49
Samsung,Samsung_5709,Android,234.15,2022,1137,2097,80.85,Glass,6,1,5.3,WiFi 5,Helio G85,4,256,6.21,LCD,120,4334,25,48,16,"Ultra-Wide, Telephoto",177,8.97
Motorola,Motorola_8467,Android,389.75,2025,2591,3723,93,Metal,4,2,5.1,WiFi 5,Snapdragon 778G,8,256,6.36,AMOLED,60,5065,45,64,8,Ultra-Wide,193.7,7.54
Samsung,Samsung_4281,Android,454.63,2022,2985,3247,81.94,Plastic,3,1,5.3,WiFi 6E,Snapdragon 778G,8,64,5.57,AMOLED,90,5186,65,50,16,"Telephoto, Wide, Macro, Depth",240.6,8.62
OnePlus,OnePlus_3286,Android,260.06,2018,2232,3103,84.16,Plastic,2,2,4.2,WiFi 5,Dimensity 6020,3,128,5.65,OLED,60,5409,100,48,32,"Ultra-Wide, Wide, Depth",182.4,8.07
Oppo,Oppo_8391,Android,316.67,2018,2419,2900,90.77,Plastic,6,2,5.1,WiFi 6E,Exynos 1380,12,256,5.71,LCD,90,6981,100,50,8,"Ultra-Wide, Depth",189.8,8.95
Samsung,Samsung_9794,Android,920.55,2022,7305,8263,89.51,Plastic,7,1,4.2,WiFi 6,Tensor G3,16,128,5.64,AMOLED,120,5342,33,50,32,"Ultra-Wide, Telephoto, Depth",176,9.44
Xiaomi,Xiaomi_1512,Android,265.69,2019,1185,2280,80.12,Plastic,6,1,5.3,WiFi 6,Dimensity 6020,6,64,6.32,LCD,144,4304,18,13,32,"Ultra-Wide, Macro, Wide",195.9,8.89
Realme,Realme_3010,Android,329.47,2019,2239,3101,86.16,Glass,2,2,4.2,WiFi 6E,Exynos 1380,6,128,5.57,AMOLED,120,4058,100,108,16,"Telephoto, Depth, Macro, Ultra-Wide",218.3,8.89
Sony,Sony_7273,Android,472.73,2019,3297,4537,92.13,Glass,4,2,5.1,WiFi 5,Dimensity 900,12,128,6.69,LCD,90,4810,45,50,8,Depth,192.7,8.4
Google,Google_2234,Android,1119.87,2022,8246,10842,87.43,Metal,3,1,5.2,WiFi 6,Snapdragon 8 Gen 2,16,64,5.75,AMOLED,120,3592,25,200,16,Macro,214.7,9.49
Realme,Realme_6102,Android,239.27,2020,809,1567,82.79,Metal,5,1,5.3,WiFi 6,Snapdragon 680,4,64,6.42,OLED,90,5132,45,48,32,"Wide, Ultra-Wide, Macro, Depth",188.4,7.74
Oppo,Oppo_5662,Android,509.86,2018,3238,5302,79.4,Metal,5,2,5.3,WiFi 6E,Dimensity 900,8,64,5.61,LCD,120,3932,45,108,8,"Depth, Macro, Ultra-Wide, Wide",208.4,7.21
Vivo,Vivo_8807,Android,211.61,2024,1676,1413,84.32,Plastic,2,2,5.1,WiFi 6E,Helio G85,3,64,6.85,AMOLED,120,3788,45,48,32,"Telephoto, Depth, Wide, Macro",203.2,9.31
Vivo,Vivo_2839,Android,471.35,2019,3595,4356,79.65,Glass,2,1,5,WiFi 5,Snapdragon 778G,8,128,6.7,LCD,120,6145,45,64,32,"Depth, Macro",201.4,9.16
Samsung,Samsung_2834,Android,1322.13,2019,9284,11919,84.7,Plastic,6,1,5.3,WiFi 5,A17 Bionic,12,128,5.99,OLED,90,5393,25,50,32,"Ultra-Wide, Wide, Telephoto",188.4,9.3
Google,Google_9339,Android,821.5,2018,5584,8019,90.93,Plastic,2,2,5.2,WiFi 6,Snapdragon 8 Gen 2,12,64,5.97,AMOLED,120,4676,33,50,16,"Telephoto, Ultra-Wide",191.1,8.62
OnePlus,OnePlus_4896,Android,627.25,2020,4997,6056,91.36,Glass,3,1,5,WiFi 6,Snapdragon 778G,6,256,6.57,OLED,60,4742,18,64,16,"Macro, Depth",208.6,9.23
Motorola,Motorola_1626,Android,67.06,2024,470,391,75.5,Glass,3,1,5,WiFi 6,Dimensity 6020,6,256,5.62,AMOLED,90,5242,18,50,16,"Wide, Ultra-Wide",196.8,8.02
Samsung,Samsung_3127,Android,566.04,2018,5318,5462,88.75,Glass,6,1,5,WiFi 5,Dimensity 900,8,64,5.81,AMOLED,120,4581,18,108,32,Ultra-Wide,209.9,7.69
Google,Google_7768,Android,783.54,2023,5463,7996,84.35,Metal,6,2,5.2,WiFi 5,Tensor G3,8,512,6.64,OLED,90,5290,33,50,50,"Telephoto, Depth, Wide",204.5,8.68
Apple,Apple_6289,iOS,1036.42,2025,7651,9795,91.68,Metal,4,1,5.2,WiFi 6,Tensor G3,12,64,6.59,OLED,120,3903,65,50,8,"Depth, Telephoto",212.9,8.51
Motorola,Motorola_2944,Android,247,2024,1823,2908,78.04,Glass,5,2,5.2,WiFi 6E,Dimensity 6020,4,512,6.66,LCD,60,4248,25,50,16,"Telephoto, Ultra-Wide",178.8,8.76
Xiaomi,Xiaomi_1190,Android,307.43,2021,2124,2833,87.9,Metal,3,2,5.3,WiFi 5,Dimensity 900,8,128,6.6,AMOLED,90,5343,45,64,16,"Wide, Ultra-Wide",224.1,7.82
Vivo,Vivo_9208,Android,307.5,2023,2404,3063,90.03,Plastic,4,1,4.2,WiFi 5,Dimensity 900,8,256,6.51,LCD,120,4493,25,108,16,"Telephoto, Depth, Wide, Macro",171.4,8.56
Sony,Sony_3334,Android,444.37,2018,2589,5134,94.54,Metal,3,1,5.1,WiFi 6E,Snapdragon 778G,8,256,5.54,LCD,60,5251,25,50,16,Wide,206.9,8.5
OnePlus,OnePlus_9458,Android,498.81,2024,4496,5133,75.5,Glass,6,1,5,WiFi 5,Dimensity 900,8,512,5.78,AMOLED,60,4573,18,50,16,Telephoto,205.6,9.19
Vivo,Vivo_4235,Android,350.2,2019,1748,3039,84.79,Metal,2,2,5.1,WiFi 6E,Snapdragon 778G,8,128,6.15,AMOLED,144,3988,18,64,32,"Depth, Telephoto",184.5,7.46
Apple,Apple_5488,iOS,1076.95,2022,8673,9704,75.88,Glass,2,2,4.2,WiFi 6,Snapdragon 8 Gen 2,8,256,6.24,OLED,144,3444,100,200,32,"Wide, Depth, Telephoto",183.1,7.91
Realme,Realme_4156,Android,363.81,2019,2740,4267,76,Plastic,5,1,4.2,WiFi 6E,Exynos 1380,8,128,5.76,LCD,90,6188,65,64,16,"Macro, Ultra-Wide",155.8,8.52
Apple,Apple_1900,iOS,1348.64,2022,9806,12460,79.56,Metal,2,2,5.3,WiFi 5,Tensor G3,8,64,6.41,AMOLED,90,3796,18,108,16,"Macro, Depth, Telephoto",156.1,8.59
Oppo,Oppo_2583,Android,312.04,2019,2533,2452,86.4,Plastic,5,2,5.3,WiFi 6E,Dimensity 900,12,512,6.52,LCD,60,5596,45,50,8,"Telephoto, Ultra-Wide, Macro, Depth",215.8,8.07
Xiaomi,Xiaomi_3395,Android,287.38,2025,2493,3306,82.61,Glass,3,1,5.2,WiFi 5,Exynos 1380,12,128,5.7,AMOLED,144,6165,18,50,16,"Depth, Macro",170.2,8.51
Sony,Sony_9144,Android,411.88,2020,3725,3148,86.25,Metal,2,1,5.1,WiFi 5,Exynos 1380,6,256,6.48,LCD,60,5666,45,108,50,"Wide, Ultra-Wide",185.4,8.93
Motorola,Motorola_9351,Android,461.41,2020,3721,4606,86.46,Glass,3,1,5.1,WiFi 6,Exynos 1380,8,64,5.62,AMOLED,60,4172,25,108,16,"Depth, Macro, Wide, Telephoto",163.5,8.91
Google,Google_8782,Android,553.96,2024,4925,5086,88.73,Plastic,3,2,5.2,WiFi 6E,Snapdragon 778G,12,64,6.21,OLED,90,4783,18,108,16,"Depth, Macro",190.4,7.74
Motorola,Motorola_9186,Android,317.69,2019,1002,3258,81.18,Glass,4,2,4.2,WiFi 6,Snapdragon 778G,6,128,6.15,OLED,120,6247,18,50,32,"Depth, Telephoto, Macro",184,8.02
Realme,Realme_5893,Android,170.92,2023,1219,1623,91.03,Metal,5,1,5.1,WiFi 5,Helio G85,6,64,6.06,LCD,60,5492,25,13,50,"Wide, Ultra-Wide",180.9,8.49
Apple,Apple_6466,iOS,1251.64,2021,9526,11716,82.94,Metal,6,1,5.1,WiFi 5,A17 Bionic,12,128,6.59,OLED,120,3625,18,200,32,"Macro, Depth, Ultra-Wide, Wide",225.4,8.31
Xiaomi,Xiaomi_6288,Android,211.27,2023,832,1855,87.71,Plastic,6,1,4.2,WiFi 5,Snapdragon 680,6,128,6.01,LCD,90,5002,18,13,16,"Telephoto, Depth, Wide",180.6,7.66
Apple,Apple_5943,iOS,1154.82,2018,8692,10726,80.32,Plastic,4,2,5.2,WiFi 6E,Snapdragon 8 Gen 2,16,64,6.11,AMOLED,120,3598,65,200,32,"Depth, Macro",181,9.42
Xiaomi,Xiaomi_6367,Android,359.09,2025,2648,4142,93.98,Metal,4,1,5.3,WiFi 6E,Dimensity 900,12,512,6.23,AMOLED,60,3984,33,64,8,"Depth, Wide, Ultra-Wide",180.4,9.4
Samsung,Samsung_4962,Android,625.89,2023,4427,5689,84.38,Glass,3,1,5.2,WiFi 6,Snapdragon 778G,12,256,6.62,LCD,90,6460,65,108,16,Macro,178.1,9.02
OnePlus,OnePlus_2449,Android,651.89,2024,4267,6098,76.95,Plastic,4,1,4.2,WiFi 6,Snapdragon 778G,8,128,6.76,OLED,60,5885,65,108,50,"Ultra-Wide, Macro",171.2,7.49
Motorola,Motorola_5249,Android,298.1,2019,2404,2844,82.13,Metal,6,1,5.1,WiFi 5,Dimensity 900,6,128,6.87,OLED,144,4474,33,108,32,"Wide, Telephoto, Macro, Depth",185,8.95
Motorola,Motorola_1420,Android,439.51,2021,2930,3773,81.21,Glass,6,1,5,WiFi 6,Dimensity 900,8,256,6,AMOLED,144,4555,100,50,16,"Depth, Telephoto, Macro",179.2,8.1
Xiaomi,Xiaomi_4070,Android,115.9,2019,910,1547,92.35,Glass,6,2,5.1,WiFi 5,Dimensity 6020,4,128,6.71,AMOLED,90,6143,18,13,16,"Macro, Depth",199.6,8.67
Google,Google_6840,Android,1027.89,2018,7342,10414,90.72,Glass,3,2,5.1,WiFi 6,Tensor G3,16,128,5.92,OLED,120,3175,65,50,32,"Telephoto, Macro",175.1,8.74
Apple,Apple_5760,iOS,1525.2,2022,11397,14093,78.83,Glass,7,2,5,WiFi 6,Tensor G3,16,256,6.7,OLED,120,3502,100,108,50,"Wide, Telephoto, Macro, Depth",206,8.04
Oppo,Oppo_5147,Android,406.27,2021,2546,4390,86.74,Metal,4,2,5,WiFi 5,Exynos 1380,12,64,5.59,LCD,90,5485,18,108,32,"Ultra-Wide, Telephoto, Depth",179.2,8.79
Oppo,Oppo_4686,Android,526.02,2025,5138,4143,92.63,Glass,5,2,5.2,WiFi 6,Exynos 1380,12,128,6.9,LCD,90,6603,45,50,16,"Depth, Telephoto",170.9,7.32
Xiaomi,Xiaomi_4108,Android,408.3,2025,3514,3764,89.18,Plastic,5,2,4.2,WiFi 6E,Exynos 1380,8,128,6.65,LCD,90,5974,65,50,32,"Depth, Ultra-Wide, Telephoto, Macro",204.3,8.59
Google,Google_4795,Android,816.84,2025,6215,7821,77.48,Plastic,3,2,4.2,WiFi 5,Snapdragon 8 Gen 2,12,64,6.84,OLED,120,4529,33,200,16,"Macro, Ultra-Wide, Wide",191.1,8.05
Samsung,Samsung_2067,Android,908.38,2020,6748,9341,94.79,Metal,5,1,4.2,WiFi 5,Snapdragon 8 Gen 2,12,512,6.18,OLED,144,4014,18,200,16,"Ultra-Wide, Wide, Telephoto",189.5,7.68
Motorola,Motorola_5738,Android,448.28,2020,3432,3649,79.02,Plastic,5,1,5.3,WiFi 6E,Snapdragon 778G,8,64,6.34,LCD,120,4821,65,108,50,Ultra-Wide,183.1,8.25
Xiaomi,Xiaomi_8243,Android,399.8,2023,3317,3481,81.73,Glass,6,2,5.1,WiFi 6,Dimensity 900,8,64,5.65,LCD,60,4876,25,64,50,"Macro, Wide",197.7,7.78
Motorola,Motorola_3624,Android,291.23,2022,1219,2443,91.69,Plastic,4,2,4.2,WiFi 5,Dimensity 900,6,64,6.03,AMOLED,60,4324,33,108,8,"Macro, Wide",204.1,8.23
Vivo,Vivo_7677,Android,157.97,2021,1030,1367,76.26,Plastic,6,2,5.3,WiFi 5,Dimensity 6020,4,128,6.78,AMOLED,120,4734,33,48,50,"Telephoto, Wide, Ultra-Wide",212.2,7.57
Google,Google_3100,Android,1343.32,2024,10147,12195,84.97,Plastic,6,1,5,WiFi 6E,Tensor G3,8,512,6.52,AMOLED,60,4017,65,50,50,Telephoto,213.8,8.36
OnePlus,OnePlus_8824,Android,436.27,2019,3449,4427,80.59,Metal,3,2,5.1,WiFi 6E,Exynos 1380,12,128,6.77,LCD,60,5199,25,64,8,Wide,170.1,9.37
Realme,Realme_7328,Android,243.85,2020,1471,2430,84.76,Plastic,6,2,5.3,WiFi 6E,Helio G85,6,256,6.81,AMOLED,90,5300,45,50,8,"Depth, Macro, Wide, Telephoto",180.6,7.91
Xiaomi,Xiaomi_4140,Android,304.65,2018,1904,3403,78.25,Metal,5,1,5.3,WiFi 5,Exynos 1380,8,128,6.89,AMOLED,60,4998,33,108,8,"Wide, Macro, Depth",227.9,7.78
Vivo,Vivo_9301,Android,220.58,2018,1676,2099,80.63,Plastic,7,2,5.2,WiFi 6,Dimensity 6020,4,128,5.71,LCD,90,5612,25,50,32,Ultra-Wide,223.1,8.83
OnePlus,OnePlus_5094,Android,305.78,2020,2892,2750,86.6,Glass,3,1,5,WiFi 6,Dimensity 900,6,64,6.65,AMOLED,60,5889,25,64,50,"Ultra-Wide, Macro",178.9,9.19
Google,Google_4704,Android,1136.96,2021,8498,11253,81.48,Metal,2,1,4.2,WiFi 6,A17 Bionic,8,128,6.64,OLED,60,4681,18,200,50,"Depth, Macro",186.7,7.06
OnePlus,OnePlus_6648,Android,410.35,2018,3690,4323,78.42,Metal,5,1,5.2,WiFi 5,Dimensity 900,6,64,5.61,LCD,90,4815,45,64,8,Telephoto,177.4,8.82
Google,Google_6199,Android,597.65,2022,5206,5399,77.57,Glass,7,2,4.2,WiFi 6,Snapdragon 778G,6,128,6.41,AMOLED,90,5324,45,108,32,Depth,158.8,7.2
Sony,Sony_1625,Android,449.51,2025,3041,4543,75.47,Plastic,7,2,5.1,WiFi 6E,Dimensity 900,6,64,6.47,AMOLED,90,5287,45,50,16,"Telephoto, Macro, Ultra-Wide",192.8,7.66
Oppo,Oppo_6312,Android,530.36,2018,3142,4466,93.5,Glass,3,1,5.2,WiFi 6E,Exynos 1380,12,64,5.96,OLED,120,5216,25,64,50,"Macro, Telephoto",180.7,8.31
Apple,Apple_4601,iOS,1506.48,2018,10574,14118,94.61,Glass,5,2,5.1,WiFi 6E,Snapdragon 8 Gen 2,8,256,5.51,OLED,120,3309,100,108,16,"Telephoto, Wide",178.3,7.19
Motorola,Motorola_6257,Android,214.72,2021,2128,2632,78.92,Plastic,5,1,5.2,WiFi 6,Dimensity 6020,3,128,6.72,OLED,60,5784,65,13,16,"Depth, Ultra-Wide, Telephoto, Macro",173,8.46
OnePlus,OnePlus_3554,Android,951.7,2019,7104,9723,87.2,Metal,4,2,5.1,WiFi 6E,Snapdragon 8 Gen 2,8,64,5.55,AMOLED,60,4651,25,108,8,Macro,193.2,8.31
Vivo,Vivo_1077,Android,209.53,2020,1108,1989,79.91,Glass,6,2,5.1,WiFi 6E,Helio G85,4,64,6.85,AMOLED,120,6186,25,50,8,"Wide, Telephoto",169.5,8.99
Xiaomi,Xiaomi_1097,Android,289.79,2022,1852,2451,80.12,Glass,6,1,5.3,WiFi 6,Dimensity 900,6,64,6.22,OLED,120,4374,18,108,16,"Wide, Depth",184.6,7.35
Vivo,Vivo_1683,Android,424.61,2024,3011,3838,76.65,Glass,5,1,5.1,WiFi 6,Snapdragon 778G,6,64,5.94,AMOLED,90,3843,25,64,50,"Macro, Depth",178.1,8.43
OnePlus,OnePlus_8927,Android,666.32,2025,4848,6302,80.87,Metal,2,1,5.1,WiFi 6,Snapdragon 778G,8,64,6.13,LCD,60,4338,100,50,32,"Depth, Macro, Ultra-Wide",183.2,9.14
Apple,Apple_4039,iOS,1075.25,2025,7615,9935,89.07,Metal,7,2,5,WiFi 6E,A17 Bionic,8,64,6.75,OLED,90,3669,45,200,16,Depth,181.6,8.64
Xiaomi,Xiaomi_7806,Android,326.66,2023,2705,3301,92.12,Plastic,7,2,5.3,WiFi 6E,Exynos 1380,12,128,6.64,LCD,60,4548,100,64,8,"Depth, Macro, Ultra-Wide",200.8,9.14
Xiaomi,Xiaomi_8090,Android,198.09,2019,1816,1912,92.13,Metal,7,2,5.1,WiFi 6E,Snapdragon 680,6,128,6.77,AMOLED,60,5172,25,50,8,"Macro, Depth",179.4,7.68
Motorola,Motorola_3429,Android,274.84,2025,2890,2834,90.74,Glass,2,2,5,WiFi 5,Snapdragon 778G,8,128,6.22,AMOLED,60,4603,45,64,8,Ultra-Wide,219.9,8.32
Motorola,Motorola_2084,Android,213.64,2020,1399,2698,92.61,Plastic,2,2,5.1,WiFi 5,Snapdragon 680,4,128,6.19,LCD,60,6111,18,48,50,"Wide, Ultra-Wide",192.8,9.34
