brand,os,launch_year,gpu_score,cpu_score,screen_to_body_ratio,build_material,colors_available,warranty_years,bluetooth_version,wifi_version,chipset,ram_gb,storage_gb,display_size_inch,display_type,refresh_rate_hz,battery_mah,fast_charging_w,rear_camera_mp,front_camera_mp,camera_setup,weight_g,thickness_mm
Realme,Android,2023,3035,3094,89.74,Plastic,6,2,5.3,WiFi 6E,Dimensity 900,12,128,5.54,AMOLED,120,3772,45,108,50,"Depth, Telephoto",163.2,8.24
Xiaomi,Android,2019,2644,3900,75.84,Plastic,2,1,4.2,WiFi 5,Dimensity 900,12,128,6.04,LCD,120,5134,45,64,32,Depth,163.6,7.37
Sony,Android,2020,2909,4501,79.59,Glass,5,1,5.1,WiFi 6E,Exynos 1380,8,512,6.76,LCD,60,5821,25,50,8,Ultra-Wide,196.7,8.2
Oppo,Android,2020,4443,4972,84.2,Glass,6,1,5.1,WiFi 6E,Exynos 1380,8,128,6.62,LCD,90,6035,33,64,8,Other,210.0,8.09
Motorola,Android,2018,2326,3159,77.33,Metal,6,2,5.1,WiFi 5,Dimensity 900,8,128,6.0,LCD,90,3991,45,64,16,"Telephoto, Ultra-Wide",203.1,8.93
OnePlus,Android,2023,6848,8697,76.98,Glass,3,1,5.3,WiFi 6E,Tensor G3,8,128,5.57,LCD,120,5275,45,108,16,"Wide, Ultra-Wide",161.7,8.8
Realme,Android,2020,828,1567,91.58,Glass,7,2,5.2,WiFi 5,Helio G85,4,256,6.79,OLED,60,6553,65,48,16,"Depth, Wide",188.7,9.36
Motorola,Android,2022,1792,1334,78.53,Metal,2,1,5.3,WiFi 6E,Dimensity 6020,4,64,6.32,AMOLED,120,4413,100,13,32,"Telephoto, Ultra-Wide",194.7,7.99
Sony,Android,2022,5012,5743,92.63,Glass,7,1,5.0,WiFi 5,Snapdragon 8 Gen 2,12,64,6.11,OLED,120,3846,45,108,8,Other,185.5,7.69
Xiaomi,Android,2018,1567,1517,81.72,Plastic,7,1,5.1,WiFi 5,Dimensity 6020,6,128,6.81,AMOLED,120,5544,18,50,32,"Macro, Depth",207.5,7.5
Motorola,Android,2023,2775,2830,82.09,Plastic,6,1,5.3,WiFi 5,Snapdragon 778G,6,128,6.78,AMOLED,90,4814,33,50,8,Other,166.9,9.14
Xiaomi,Android,2018,1154,925,90.16,Glass,3,1,5.3,WiFi 6E,Helio G85,3,128,5.73,LCD,90,5465,25,50,8,"Depth, Telephoto",193.9,7.01
Motorola,Android,2024,2082,3031,92.91,Metal,5,2,5.3,WiFi 5,Exynos 1380,12,128,6.47,LCD,90,5019,45,108,50,Other,217.7,8.15
Oppo,Android,2024,3049,3008,78.52,Plastic,7,2,5.2,WiFi 5,Exynos 1380,12,128,5.62,AMOLED,144,5520,100,108,8,Other,189.1,7.52
Sony,Android,2018,1575,1100,92.0,Metal,6,2,5.0,WiFi 5,Dimensity 6020,4,128,6.85,LCD,90,3746,33,13,32,Other,190.3,8.21
Vivo,Android,2019,1601,1214,79.16,Glass,2,1,5.1,WiFi 6,Dimensity 6020,3,64,5.53,LCD,120,6285,45,13,16,Ultra-Wide,202.1,8.91
Oppo,Android,2020,4216,4927,82.12,Metal,7,1,5.0,WiFi 5,Dimensity 900,12,64,6.83,AMOLED,60,5378,33,108,8,"Macro, Depth",193.3,8.63
Motorola,Android,2025,602,1848,88.95,Plastic,6,1,5.0,WiFi 6E,Snapdragon 680,6,256,5.88,OLED,90,4790,45,13,8,Depth,197.2,8.38
Realme,Android,2025,2796,2637,89.26,Metal,4,1,4.2,WiFi 6E,Dimensity 900,12,512,5.59,LCD,60,5622,65,64,16,"Ultra-Wide, Depth",197.5,8.27
OnePlus,Android,2024,3867,5307,91.61,Glass,4,2,4.2,WiFi 6,Snapdragon 778G,8,256,6.14,AMOLED,60,4647,45,50,32,"Macro, Depth",198.5,9.21
Motorola,Android,2021,3364,3597,83.08,Metal,3,1,5.2,WiFi 5,Exynos 1380,8,64,6.4,LCD,60,4448,45,108,50,"Macro, Wide",212.2,8.23
Vivo,Android,2025,966,1754,77.8,Glass,3,1,5.0,WiFi 6,Helio G85,3,128,5.54,LCD,90,5298,25,13,8,Other,213.1,7.11
Apple,iOS,2024,5385,7468,84.56,Glass,4,2,5.1,WiFi 5,Snapdragon 8 Gen 2,16,128,6.26,AMOLED,120,3635,25,200,16,Other,187.2,9.11
Oppo,Android,2020,2006,1491,94.5,Metal,7,1,5.0,WiFi 5,Snapdragon 680,4,128,6.13,LCD,90,4267,65,13,16,Other,199.8,7.34
Oppo,Android,2024,1324,808,85.31,Plastic,7,2,5.1,WiFi 6E,Helio G85,6,256,5.74,OLED,120,5630,33,48,16,"Macro, Depth",200.5,9.49
Xiaomi,Android,2019,2349,3269,78.99,Metal,5,2,5.0,WiFi 6,Snapdragon 778G,8,128,6.46,LCD,120,5086,18,50,16,Macro,190.4,7.84
Apple,iOS,2023,8732,11456,94.91,Glass,6,2,5.2,WiFi 5,Snapdragon 8 Gen 2,12,64,5.96,LCD,144,2923,45,200,8,"Wide, Telephoto",173.0,7.09
Vivo,Android,2022,1671,3137,75.82,Metal,6,2,5.3,WiFi 6E,Dimensity 900,8,64,6.68,LCD,90,5454,25,50,32,Telephoto,192.9,9.15
Oppo,Android,2018,2699,2743,84.75,Glass,7,1,4.2,WiFi 5,Snapdragon 778G,8,512,6.77,LCD,120,4513,65,64,8,Other,241.4,9.38
OnePlus,Android,2019,3326,3281,82.43,Plastic,3,1,5.2,WiFi 5,Dimensity 900,6,128,6.78,LCD,90,5338,25,64,16,Macro,203.7,9.47
Vivo,Android,2023,3189,3967,86.54,Metal,4,2,5.3,WiFi 5,Dimensity 900,6,256,5.95,AMOLED,90,4463,45,50,16,Other,198.4,8.19
Motorola,Android,2022,2852,2809,94.12,Plastic,7,2,5.1,WiFi 6E,Dimensity 900,6,128,5.59,AMOLED,90,5648,33,64,32,"Telephoto, Macro",235.8,7.4
Sony,Android,2020,4300,5142,78.91,Metal,2,1,4.2,WiFi 6,Snapdragon 778G,6,64,5.5,AMOLED,60,6410,45,108,32,"Telephoto, Depth",164.2,8.76
Sony,Android,2022,2182,3478,83.72,Metal,3,2,5.0,WiFi 6E,Dimensity 900,12,128,5.78,AMOLED,60,5262,65,64,32,Macro,188.6,8.18
Apple,iOS,2023,7998,11421,90.01,Glass,6,2,5.1,WiFi 6E,Snapdragon 8 Gen 2,12,512,6.74,OLED,120,3326,45,50,8,Other,200.6,7.28
Motorola,Android,2018,2482,3313,88.03,Metal,4,2,5.2,WiFi 6E,Exynos 1380,12,512,5.75,AMOLED,90,5285,25,50,16,"Telephoto, Macro",177.6,8.97
OnePlus,Android,2018,1763,2499,88.74,Metal,6,1,4.2,WiFi 5,Dimensity 6020,6,128,5.74,LCD,120,4215,33,50,32,Other,172.4,8.15
Oppo,Android,2018,1702,2208,91.26,Plastic,6,1,5.3,WiFi 6E,Helio G85,6,128,6.8,AMOLED,90,6417,18,48,50,"Ultra-Wide, Telephoto",201.4,7.84
Oppo,Android,2021,4549,5501,91.97,Glass,6,1,5.0,WiFi 6E,Exynos 1380,12,256,5.66,OLED,120,5414,18,108,50,Other,183.6,7.96
OnePlus,Android,2020,3580,4531,78.12,Plastic,4,1,5.2,WiFi 6,Dimensity 900,6,128,5.94,OLED,120,5704,33,50,8,"Telephoto, Depth",174.3,9.3
Realme,Android,2025,1357,1867,79.69,Glass,3,1,5.0,WiFi 6,Dimensity 6020,3,128,5.85,LCD,60,4148,33,48,32,Ultra-Wide,185.6,8.64
Xiaomi,Android,2022,1952,1257,91.15,Metal,5,2,5.3,WiFi 6,Snapdragon 680,3,128,6.77,LCD,120,3325,18,50,50,Macro,216.2,8.72
Sony,Android,2020,5070,4803,86.18,Glass,7,1,5.0,WiFi 6,Dimensity 900,6,64,5.73,LCD,144,5850,18,50,32,Telephoto,181.1,8.94
Google,Android,2019,6139,8215,93.74,Metal,5,1,5.3,WiFi 6,Snapdragon 8 Gen 2,12,64,6.09,OLED,120,4855,33,108,50,"Macro, Ultra-Wide",175.6,8.25
Motorola,Android,2023,2243,3527,94.38,Plastic,3,1,5.0,WiFi 5,Snapdragon 778G,8,128,5.58,AMOLED,90,5829,18,108,8,"Macro, Depth",175.9,8.62
Oppo,Android,2021,1053,2969,87.9,Glass,3,1,5.1,WiFi 5,Dimensity 900,8,128,5.71,LCD,60,4500,100,108,50,Ultra-Wide,219.8,7.77
OnePlus,Android,2025,5028,5913,87.37,Metal,5,1,5.3,WiFi 6E,Snapdragon 778G,8,64,6.64,AMOLED,60,3423,100,50,32,Depth,202.2,8.01
Realme,Android,2018,785,2202,90.6,Plastic,4,1,5.3,WiFi 6E,Snapdragon 680,3,64,6.36,AMOLED,90,5450,65,48,16,Other,260.2,9.07
Realme,Android,2019,1982,1806,86.43,Metal,7,1,5.0,WiFi 6,Dimensity 6020,6,128,6.79,AMOLED,144,3912,18,48,16,Other,164.9,8.76
Motorola,Android,2022,2278,2707,83.63,Glass,5,2,5.2,WiFi 6E,Exynos 1380,8,512,5.98,AMOLED,60,6178,18,108,50,"Macro, Depth",189.9,7.29
OnePlus,Android,2022,1762,2432,89.77,Glass,4,2,5.1,WiFi 6,Dimensity 900,8,512,5.96,AMOLED,90,4077,18,50,8,Macro,189.2,8.46
Oppo,Android,2023,3303,4641,85.74,Glass,3,2,5.0,WiFi 6,Exynos 1380,12,256,6.17,AMOLED,120,5109,18,50,8,Other,205.2,7.42
Apple,iOS,2023,7876,9541,84.51,Metal,6,1,5.3,WiFi 5,A17 Bionic,12,64,6.66,OLED,120,3142,45,50,16,Other,195.8,8.37
Samsung,Android,2021,4628,6028,92.65,Plastic,6,1,4.2,WiFi 6E,Snapdragon 778G,12,64,6.89,LCD,120,4435,25,50,32,"Telephoto, Wide",189.3,8.72
Oppo,Android,2021,2791,3533,75.16,Glass,2,2,5.2,WiFi 6E,Helio G85,6,256,6.36,LCD,60,5039,45,48,8,"Telephoto, Ultra-Wide",193.4,7.56
Motorola,Android,2020,2375,2637,84.49,Plastic,6,2,5.2,WiFi 6,Dimensity 6020,3,128,6.03,LCD,60,4325,65,50,32,"Ultra-Wide, Macro",184.6,7.51
Samsung,Android,2020,4962,6581,84.18,Glass,4,1,4.2,WiFi 6E,Tensor G3,16,128,6.49,OLED,120,4488,45,50,50,Depth,177.8,8.4
Oppo,Android,2021,707,1031,94.41,Metal,5,1,5.3,WiFi 6,Helio G85,4,128,6.88,OLED,120,6352,25,48,50,"Ultra-Wide, Telephoto",191.3,7.63
Oppo,Android,2018,3946,5001,87.31,Plastic,2,1,5.0,WiFi 6,Snapdragon 778G,12,128,5.53,AMOLED,90,5074,33,108,50,Telephoto,174.6,8.26
Vivo,Android,2024,1721,1255,88.93,Glass,5,1,4.2,WiFi 5,Helio G85,6,128,6.18,LCD,120,4730,100,50,16,Other,175.4,8.48
Sony,Android,2018,4903,6722,86.31,Plastic,2,1,5.2,WiFi 5,Snapdragon 8 Gen 2,8,256,5.99,OLED,120,5501,45,108,50,Macro,202.3,7.69
Vivo,Android,2020,2304,3394,80.01,Plastic,7,1,5.1,WiFi 6E,Snapdragon 778G,6,64,5.88,LCD,60,5723,33,64,16,Other,200.2,8.97
Motorola,Android,2023,2920,3620,90.14,Plastic,2,2,5.3,WiFi 5,Dimensity 900,12,128,5.54,LCD,120,4735,25,50,8,"Telephoto, Ultra-Wide",215.6,8.93
Apple,iOS,2023,9181,14265,88.4,Plastic,2,1,4.2,WiFi 6E,Snapdragon 8 Gen 2,8,64,6.67,OLED,90,4170,25,50,32,Depth,221.7,7.58
Sony,Android,2023,3376,4222,77.07,Plastic,2,1,5.2,WiFi 6E,Exynos 1380,8,64,6.56,AMOLED,120,4738,25,64,32,"Depth, Wide",200.7,7.34
Xiaomi,Android,2024,1246,2017,87.01,Glass,5,2,5.0,WiFi 6E,Helio G85,4,256,5.61,AMOLED,144,6264,25,48,50,"Macro, Ultra-Wide",175.9,7.98
Realme,Android,2023,2405,2013,75.93,Metal,2,1,5.1,WiFi 6,Dimensity 900,8,64,5.63,LCD,120,5560,33,108,16,Other,253.2,9.22
Xiaomi,Android,2022,2659,2948,80.51,Glass,2,2,5.0,WiFi 6E,Dimensity 900,12,512,6.88,LCD,90,5115,18,108,32,Other,182.9,9.36
OnePlus,Android,2022,3499,4435,86.53,Metal,5,2,5.3,WiFi 6E,Exynos 1380,12,64,6.6,LCD,120,5145,18,50,50,Other,158.4,7.92
Oppo,Android,2024,2717,3336,77.74,Plastic,6,2,5.2,WiFi 6E,Snapdragon 778G,6,256,5.83,LCD,60,6289,25,64,16,Macro,159.7,9.5
Motorola,Android,2021,3096,3725,87.37,Metal,3,2,5.1,WiFi 6E,Exynos 1380,8,128,6.13,AMOLED,120,4763,25,50,16,"Ultra-Wide, Wide",200.8,7.01
Motorola,Android,2018,2396,1764,82.94,Metal,4,1,4.2,WiFi 6E,Helio G85,6,64,5.62,LCD,90,4448,33,50,16,"Macro, Wide",173.0,8.57
Vivo,Android,2018,477,1081,78.71,Glass,5,2,5.0,WiFi 5,Snapdragon 680,6,64,5.82,AMOLED,60,6278,33,48,50,Other,162.3,8.83
Xiaomi,Android,2020,1046,2082,87.67,Metal,6,2,5.3,WiFi 6,Snapdragon 680,4,64,6.28,LCD,144,4431,65,50,8,Other,223.5,9.1
Google,Android,2020,4886,6315,79.94,Plastic,6,1,5.1,WiFi 5,A17 Bionic,8,128,6.24,LCD,120,4324,18,108,32,Other,214.5,9.23
Samsung,Android,2025,3873,5083,86.87,Plastic,4,1,4.2,WiFi 5,Snapdragon 778G,8,64,5.89,LCD,120,5258,45,64,50,Other,180.6,7.02
Motorola,Android,2018,3109,3618,81.96,Plastic,7,1,5.3,WiFi 6E,Exynos 1380,6,64,5.59,LCD,60,5107,65,50,16,Other,170.7,7.44
Realme,Android,2021,1486,2634,79.8,Glass,2,2,5.0,WiFi 6E,Dimensity 900,6,64,5.96,AMOLED,144,5664,18,108,32,Wide,189.8,7.27
Motorola,Android,2020,2336,2143,84.73,Metal,7,2,4.2,WiFi 6,Dimensity 6020,6,128,5.64,LCD,144,4088,65,48,16,"Ultra-Wide, Depth",182.9,7.77
OnePlus,Android,2023,5264,6880,86.57,Glass,2,1,5.0,WiFi 5,Snapdragon 8 Gen 2,12,256,6.65,OLED,90,5309,18,200,8,Depth,178.4,9.16
Google,Android,2024,6953,7541,76.7,Plastic,5,2,4.2,WiFi 6,Tensor G3,8,128,6.78,OLED,144,5234,18,200,50,Other,204.6,8.87
Motorola,Android,2023,1300,1137,83.18,Glass,6,1,5.3,WiFi 5,Helio G85,3,64,6.31,OLED,60,4890,33,48,32,Other,208.6,9.16
Vivo,Android,2020,1649,1589,80.76,Metal,5,2,5.3,WiFi 6,Dimensity 6020,3,128,6.65,LCD,120,4784,65,13,50,Other,170.4,8.8
Vivo,Android,2024,2074,2297,84.15,Metal,5,1,5.1,WiFi 5,Dimensity 6020,4,256,5.54,LCD,90,4227,100,48,32,Other,183.8,9.09
Apple,iOS,2024,8306,10856,80.25,Metal,5,2,5.2,WiFi 6E,Snapdragon 8 Gen 2,8,128,6.71,LCD,144,3060,65,50,32,"Ultra-Wide, Wide",190.8,9.18
OnePlus,Android,2019,3880,4605,78.78,Plastic,3,1,5.0,WiFi 6,Snapdragon 778G,6,64,5.51,OLED,120,4211,45,108,16,Macro,208.5,8.88
Apple,iOS,2022,11266,13396,91.33,Plastic,5,1,5.1,WiFi 6,Tensor G3,8,512,5.76,OLED,120,2965,25,50,8,"Depth, Ultra-Wide",178.9,9.23
Oppo,Android,2021,1340,1873,77.65,Metal,6,2,5.3,WiFi 6,Helio G85,3,512,6.55,OLED,60,4426,100,13,32,"Depth, Telephoto",219.5,8.28
Google,Android,2020,3220,4517,77.9,Glass,3,1,4.2,WiFi 5,Exynos 1380,8,128,6.86,OLED,60,5089,18,108,16,Other,226.2,9.5
Xiaomi,Android,2020,1866,2443,86.69,Metal,4,2,4.2,WiFi 6,Dimensity 6020,4,64,6.54,AMOLED,120,3845,18,48,8,Wide,151.6,8.68
Samsung,Android,2024,6689,7140,94.76,Glass,7,2,5.1,WiFi 6,A17 Bionic,8,128,5.72,AMOLED,60,6270,33,50,16,"Depth, Macro",168.9,7.3
Motorola,Android,2022,2634,3574,90.64,Metal,3,1,5.2,WiFi 6,Exynos 1380,8,512,5.69,OLED,60,3123,65,50,50,Other,182.3,7.81
Sony,Android,2018,3723,4328,80.71,Glass,5,2,5.1,WiFi 6E,Exynos 1380,12,64,6.73,AMOLED,60,5848,18,108,50,Other,166.2,9.39
Apple,iOS,2020,10363,12949,90.7,Metal,5,1,4.2,WiFi 6,Snapdragon 8 Gen 2,16,64,5.65,OLED,144,3703,65,50,16,Other,195.0,9.33
OnePlus,Android,2019,2380,2975,83.94,Glass,2,1,5.3,WiFi 6,Dimensity 900,8,128,6.86,AMOLED,60,5597,18,108,32,Other,190.2,7.07
Oppo,Android,2018,384,1466,79.09,Plastic,6,1,5.1,WiFi 6,Helio G85,3,128,5.97,AMOLED,90,5757,100,48,32,Ultra-Wide,183.8,8.31
Motorola,Android,2025,2255,2690,87.59,Metal,6,2,4.2,WiFi 5,Dimensity 900,6,128,6.65,OLED,120,5160,65,50,8,"Macro, Depth",234.9,8.79
Samsung,Android,2019,5154,5633,93.08,Glass,6,1,4.2,WiFi 6E,A17 Bionic,12,64,5.67,OLED,120,6272,33,50,32,Ultra-Wide,178.6,9.13
Vivo,Android,2018,1456,1617,82.59,Metal,6,1,4.2,WiFi 6,Dimensity 6020,3,64,6.69,LCD,144,3484,18,13,32,Other,196.4,7.83
Apple,iOS,2019,8400,10022,94.72,Metal,4,1,5.3,WiFi 5,A17 Bionic,12,128,6.44,AMOLED,120,3674,33,108,50,Other,202.2,7.32
Google,Android,2025,4762,5543,86.05,Metal,5,2,5.1,WiFi 6E,Dimensity 900,6,512,6.54,AMOLED,90,4832,25,64,50,"Macro, Ultra-Wide",199.2,7.35
Motorola,Android,2018,2862,3473,83.03,Plastic,2,2,5.0,WiFi 6,Snapdragon 778G,6,128,6.03,LCD,120,6227,65,50,32,"Wide, Depth",205.2,7.58
Realme,Android,2021,1497,2042,82.14,Glass,4,1,5.0,WiFi 6E,Snapdragon 680,4,256,5.89,LCD,144,6695,25,13,50,Telephoto,182.4,8.14
Apple,iOS,2024,9229,11302,85.25,Metal,5,2,5.1,WiFi 6E,Tensor G3,8,256,6.87,OLED,144,2969,25,200,50,Telephoto,236.0,7.38
Vivo,Android,2020,2158,2185,78.57,Metal,4,1,5.3,WiFi 6,Dimensity 900,12,128,6.35,LCD,90,6454,18,50,16,"Depth, Ultra-Wide",166.8,7.05
Oppo,Android,2020,1414,988,79.6,Metal,5,1,5.1,WiFi 6E,Dimensity 6020,6,64,6.72,OLED,60,4347,65,48,8,"Macro, Ultra-Wide",162.3,8.38
Apple,iOS,2021,6860,8326,77.34,Metal,6,1,5.3,WiFi 6,A17 Bionic,8,64,5.98,OLED,60,3444,45,200,50,Macro,203.2,8.59
Oppo,Android,2018,2445,1418,84.02,Glass,6,1,5.3,WiFi 6,Helio G85,4,64,5.87,OLED,144,4709,45,13,16,Wide,211.7,8.73
Sony,Android,2019,0,384,75.63,Glass,3,2,5.3,WiFi 6E,Helio G85,3,64,6.78,OLED,90,5616,33,13,8,"Ultra-Wide, Macro",194.5,8.77
Sony,Android,2024,3855,4629,76.37,Metal,4,1,4.2,WiFi 6,Dimensity 900,12,64,6.71,AMOLED,90,4651,18,64,16,"Telephoto, Wide",180.1,8.38
OnePlus,Android,2024,4689,5424,76.8,Glass,5,2,5.2,WiFi 5,Snapdragon 778G,12,256,6.84,AMOLED,90,4871,25,64,16,Other,189.0,8.58
Samsung,Android,2025,5588,6346,93.38,Metal,5,2,4.2,WiFi 5,Tensor G3,8,128,5.83,OLED,120,4875,18,50,16,Other,187.2,7.29
Motorola,Android,2025,3294,2497,82.48,Plastic,5,1,4.2,WiFi 6,Snapdragon 778G,12,512,5.72,LCD,90,4724,18,50,32,"Ultra-Wide, Macro",204.6,7.42
Motorola,Android,2023,1697,967,92.8,Glass,5,1,5.1,WiFi 6,Helio G85,3,256,6.01,LCD,144,5544,100,13,50,"Macro, Ultra-Wide",185.2,8.64
Vivo,Android,2024,2451,3192,87.55,Glass,5,2,5.3,WiFi 6E,Dimensity 900,8,128,6.0,LCD,90,3342,45,64,50,Other,161.3,7.04
Google,Android,2025,4633,6894,92.61,Metal,3,2,5.2,WiFi 5,Exynos 1380,6,128,6.85,AMOLED,90,4972,18,50,16,Other,212.9,9.02
Apple,iOS,2025,7876,10384,90.09,Metal,4,1,5.1,WiFi 5,Tensor G3,12,256,6.6,AMOLED,144,3354,18,108,50,Other,188.9,7.78
Samsung,Android,2025,3317,3421,88.73,Plastic,4,1,5.2,WiFi 6,Snapdragon 778G,6,128,6.15,AMOLED,90,5290,18,108,8,Other,216.9,8.33
Xiaomi,Android,2019,2238,1943,94.06,Plastic,6,2,5.0,WiFi 6E,Dimensity 900,12,256,6.47,LCD,90,5097,65,108,8,Other,234.0,9.0
Vivo,Android,2021,2255,1845,87.82,Metal,3,2,5.3,WiFi 5,Dimensity 6020,3,64,5.94,OLED,90,5208,25,13,16,"Ultra-Wide, Telephoto",178.6,7.55
OnePlus,Android,2024,4998,7283,93.84,Plastic,7,1,4.2,WiFi 6E,Snapdragon 8 Gen 2,8,64,6.45,AMOLED,144,5308,65,50,8,"Depth, Wide",189.3,8.15
Oppo,Android,2020,3232,4102,79.05,Plastic,2,1,5.0,WiFi 6,Exynos 1380,6,128,6.15,LCD,144,7641,33,50,50,Other,170.7,7.39
Vivo,Android,2023,1472,1359,94.09,Plastic,3,1,4.2,WiFi 6,Dimensity 6020,3,128,5.71,OLED,120,5402,25,13,32,Ultra-Wide,159.1,9.38
Samsung,Android,2023,3045,4244,78.06,Metal,2,1,5.3,WiFi 6E,Snapdragon 778G,6,128,6.86,AMOLED,120,4633,18,50,8,Ultra-Wide,198.0,8.27
Vivo,Android,2022,3230,3658,86.28,Metal,3,2,5.2,WiFi 6,Dimensity 900,6,128,5.87,AMOLED,90,4373,45,64,32,"Depth, Wide",162.5,9.19
Samsung,Android,2023,7635,9436,75.7,Glass,2,1,5.0,WiFi 6E,Tensor G3,8,64,6.6,OLED,120,4499,25,50,50,"Ultra-Wide, Macro",142.5,7.64
Realme,Android,2023,1643,2052,93.37,Plastic,5,2,4.2,WiFi 5,Dimensity 900,12,256,6.28,AMOLED,120,6177,33,108,50,"Ultra-Wide, Depth",195.1,9.38
Apple,iOS,2024,8174,9490,92.94,Metal,7,1,5.0,WiFi 6,Tensor G3,16,256,6.69,AMOLED,90,3335,100,108,16,Telephoto,186.0,7.85
Sony,Android,2018,1211,2958,92.42,Plastic,2,1,5.3,WiFi 6E,Snapdragon 778G,12,64,5.6,LCD,90,3462,33,50,50,"Wide, Depth",174.0,7.88
Realme,Android,2022,2450,2455,94.28,Plastic,3,2,5.1,WiFi 5,Snapdragon 680,4,256,5.69,OLED,90,5026,65,50,16,"Wide, Ultra-Wide",166.3,7.1
Sony,Android,2019,4582,5925,83.83,Plastic,3,2,5.0,WiFi 5,Exynos 1380,8,256,5.93,OLED,60,5461,45,50,8,Other,169.7,7.19
Oppo,Android,2019,4332,4554,86.78,Plastic,5,2,5.2,WiFi 6,Dimensity 900,8,256,6.34,AMOLED,90,4790,25,50,32,Other,225.0,8.01
OnePlus,Android,2019,3429,4963,82.08,Metal,4,2,5.2,WiFi 6E,Dimensity 900,12,64,6.45,OLED,144,6259,25,64,16,Other,162.8,8.96
Apple,iOS,2024,8322,10789,79.25,Glass,3,2,5.2,WiFi 5,Tensor G3,12,256,6.03,AMOLED,90,3672,65,50,50,Other,191.6,7.95
OnePlus,Android,2025,7666,9068,84.99,Metal,3,1,5.3,WiFi 6E,A17 Bionic,8,128,6.19,OLED,60,5299,18,108,50,"Ultra-Wide, Macro",166.8,8.64
Google,Android,2020,5717,7360,81.66,Plastic,5,1,4.2,WiFi 6E,Tensor G3,12,256,6.51,AMOLED,120,6601,18,50,8,"Macro, Telephoto",195.9,9.07
Apple,iOS,2024,8817,11237,81.43,Metal,4,1,4.2,WiFi 6E,Snapdragon 8 Gen 2,12,128,6.38,AMOLED,144,3819,33,50,32,Other,217.8,8.21
Oppo,Android,2024,3437,1959,86.17,Glass,3,2,5.2,WiFi 6,Dimensity 900,12,128,6.29,LCD,60,4454,25,108,16,"Depth, Macro",212.4,7.74
Sony,Android,2018,3781,4276,81.1,Plastic,2,1,5.0,WiFi 6E,Exynos 1380,8,128,6.59,OLED,144,5667,33,64,50,Other,180.7,8.18
Vivo,Android,2024,1794,1784,75.62,Metal,6,2,5.3,WiFi 5,Helio G85,6,128,6.64,AMOLED,60,6335,65,50,16,Other,214.8,8.95
Oppo,Android,2021,2200,3330,80.02,Plastic,4,1,4.2,WiFi 6E,Dimensity 900,12,512,6.65,LCD,60,5882,18,50,32,"Depth, Wide",154.5,8.67
Motorola,Android,2020,1867,120,94.23,Glass,6,1,5.2,WiFi 6E,Dimensity 6020,4,128,6.55,LCD,90,4053,33,48,32,Other,217.2,8.42
Apple,iOS,2023,9581,10872,94.35,Plastic,2,2,5.1,WiFi 6E,A17 Bionic,16,512,6.81,AMOLED,90,3133,100,50,32,Macro,214.6,9.47
Oppo,Android,2020,1754,2553,80.15,Plastic,3,2,4.2,WiFi 6E,Dimensity 900,12,256,5.56,AMOLED,120,5017,33,50,32,"Ultra-Wide, Macro",187.2,7.46
Xiaomi,Android,2024,1181,1465,91.79,Metal,5,1,5.2,WiFi 5,Helio G85,6,256,6.04,LCD,144,4876,25,48,32,"Wide, Telephoto",160.1,7.8
Google,Android,2019,4484,5611,80.05,Plastic,5,2,5.3,WiFi 6E,Dimensity 900,8,256,5.57,AMOLED,60,5818,18,108,32,Other,195.0,8.31
Oppo,Android,2020,2685,3155,78.59,Metal,2,1,5.2,WiFi 6,Exynos 1380,8,64,6.24,OLED,60,5409,65,108,32,"Wide, Depth",191.6,9.23
Sony,Android,2022,5203,5790,86.23,Plastic,3,1,5.0,WiFi 6E,Dimensity 900,6,256,6.4,AMOLED,60,6286,45,50,8,Macro,163.7,9.23
Motorola,Android,2021,2900,3746,92.53,Metal,4,2,5.0,WiFi 6,Dimensity 900,6,256,6.36,LCD,60,5067,25,50,8,Wide,179.9,9.2
Samsung,Android,2025,5268,5596,79.53,Glass,7,2,5.2,WiFi 6,A17 Bionic,16,128,6.06,OLED,120,3640,18,50,8,Other,205.3,8.37
Samsung,Android,2018,993,1494,90.53,Glass,5,1,5.3,WiFi 6,Dimensity 6020,3,128,6.05,AMOLED,90,4329,33,48,50,"Wide, Macro",205.9,9.38
Motorola,Android,2019,2907,3018,79.58,Metal,6,1,5.2,WiFi 6,Snapdragon 778G,6,128,6.82,OLED,90,4943,45,50,32,"Telephoto, Ultra-Wide",169.3,8.44
Samsung,Android,2023,4297,5118,81.34,Metal,4,2,5.0,WiFi 6,Dimensity 900,8,256,5.8,AMOLED,60,4925,25,64,8,"Wide, Macro",208.2,8.68
Motorola,Android,2024,1973,2019,89.3,Glass,4,1,5.1,WiFi 5,Helio G85,4,64,6.84,AMOLED,60,4590,45,50,32,Macro,207.7,8.52
Google,Android,2025,3392,3946,94.2,Glass,6,2,5.1,WiFi 6,Dimensity 900,8,128,5.83,LCD,120,4899,33,108,16,"Telephoto, Macro",167.2,9.18
Google,Android,2022,4928,6335,91.99,Plastic,3,2,5.1,WiFi 6,Tensor G3,16,128,5.8,OLED,120,4412,45,50,16,"Depth, Ultra-Wide",154.7,7.21
Sony,Android,2021,2033,3043,86.43,Glass,5,1,5.0,WiFi 5,Snapdragon 778G,12,128,5.89,AMOLED,90,4266,25,64,50,Wide,217.8,8.64
